INCIDENT_NUMBER,OFFENSE_DESCRIPTION,SHOOTING,OCCURRED_ON_DATE,DAY_OF_WEEK,HOUR,STREET
202024376,LARCENY THEFT OF BICYCLE,0,2020-03-31 08:03:00,Tuesday,8,WASHINGTON ST
202024372,FRAUD - FALSE PRETENSE / SCHEME,0,2020-03-27 00:00:00,Friday,0,WASHINGTON ST
202024372,FRAUD - FALSE PRETENSE / SCHEME,0,2020-03-27 00:00:00,Friday,0,WASHINGTON ST
202024372,FRAUD - FALSE PRETENSE / SCHEME,0,2020-03-27 00:00:00,Friday,0,WASHINGTON ST
202024372,FRAUD - FALSE PRETENSE / SCHEME,0,2020-03-27 00:00:00,Friday,0,WASHINGTON ST
202024372,FRAUD - FALSE PRETENSE / SCHEME,0,2020-03-27 00:00:00,Friday,0,WASHINGTON ST
202024372,FRAUD - FALSE PRETENSE / SCHEME,0,2020-03-27 00:00:00,Friday,0,WASHINGTON ST
202024371,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-31 14:00:00,Tuesday,14,GIBSON ST
202024370,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 13:12:00,Tuesday,13,TREMONT ST
202024370,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 13:12:00,Tuesday,13,TREMONT ST
202024370,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 13:12:00,Tuesday,13,TREMONT ST
202024370,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 13:12:00,Tuesday,13,TREMONT ST
202024370,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 13:12:00,Tuesday,13,TREMONT ST
202024369,LARCENY THEFT FROM BUILDING,0,2020-03-22 03:28:00,Sunday,3,NEW SUDBURY ST
202024369,LARCENY THEFT FROM BUILDING,0,2020-03-22 03:28:00,Sunday,3,NEW SUDBURY ST
202024369,LARCENY THEFT FROM BUILDING,0,2020-03-22 03:28:00,Sunday,3,NEW SUDBURY ST
202024366,LARCENY THEFT OF MV PARTS & ACCESSORIES,0,2020-03-31 12:30:00,Tuesday,12,WASHINGTON ST
202024365,ASSAULT - SIMPLE,0,2020-03-28 20:00:00,Saturday,20,BROOKLEDGE ST
202024365,ASSAULT - SIMPLE,0,2020-03-28 20:00:00,Saturday,20,BROOKLEDGE ST
202024365,ASSAULT - SIMPLE,0,2020-03-28 20:00:00,Saturday,20,BROOKLEDGE ST
202024365,ASSAULT - SIMPLE,0,2020-03-28 20:00:00,Saturday,20,BROOKLEDGE ST
202024365,ASSAULT - SIMPLE,0,2020-03-28 20:00:00,Saturday,20,BROOKLEDGE ST
202024365,ASSAULT - SIMPLE,0,2020-03-28 20:00:00,Saturday,20,BROOKLEDGE ST
202024353,VANDALISM,0,2020-03-31 13:20:00,Tuesday,13,GIBSON ST
202024353,VANDALISM,0,2020-03-31 13:20:00,Tuesday,13,GIBSON ST
202024352,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-30 20:00:00,Monday,20,GIBSON ST
202024347,SICK/INJURED/MEDICAL - POLICE,0,2020-03-16 19:00:00,Monday,19,COMMONWEALTH AVE
202024347,SICK/INJURED/MEDICAL - POLICE,0,2020-03-16 19:00:00,Monday,19,COMMONWEALTH AVE
202024341,M/V ACCIDENT - OTHER,0,2020-03-31 19:00:00,Tuesday,19,HYDE PARK AVE
202024341,M/V ACCIDENT - OTHER,0,2020-03-31 19:00:00,Tuesday,19,HYDE PARK AVE
202024340,INVESTIGATE PERSON,0,2020-03-21 00:00:00,Saturday,0,MADISON PARK CT
202024340,INVESTIGATE PERSON,0,2020-03-21 00:00:00,Saturday,0,MADISON PARK CT
202024340,INVESTIGATE PERSON,0,2020-03-21 00:00:00,Saturday,0,MADISON PARK CT
202024340,INVESTIGATE PERSON,0,2020-03-21 00:00:00,Saturday,0,MADISON PARK CT
202024340,INVESTIGATE PERSON,0,2020-03-21 00:00:00,Saturday,0,MADISON PARK CT
202024340,INVESTIGATE PERSON,0,2020-03-21 00:00:00,Saturday,0,MADISON PARK CT
202024340,INVESTIGATE PERSON,0,2020-03-21 00:00:00,Saturday,0,MADISON PARK CT
202024340,INVESTIGATE PERSON,0,2020-03-21 00:00:00,Saturday,0,MADISON PARK CT
202024339,AUTO THEFT - LEASED/RENTED VEHICLE,0,2020-03-11 13:12:00,Wednesday,13,GIBSON ST
202024339,AUTO THEFT - LEASED/RENTED VEHICLE,0,2020-03-11 13:12:00,Wednesday,13,GIBSON ST
202024339,AUTO THEFT - LEASED/RENTED VEHICLE,0,2020-03-11 13:12:00,Wednesday,13,GIBSON ST
202024336,LARCENY THEFT OF MV PARTS & ACCESSORIES,0,2020-03-31 15:00:00,Tuesday,15,W BROADWAY
202024336,LARCENY THEFT OF MV PARTS & ACCESSORIES,0,2020-03-31 15:00:00,Tuesday,15,W BROADWAY
202024336,LARCENY THEFT OF MV PARTS & ACCESSORIES,0,2020-03-31 15:00:00,Tuesday,15,W BROADWAY
202024336,LARCENY THEFT OF MV PARTS & ACCESSORIES,0,2020-03-31 15:00:00,Tuesday,15,W BROADWAY
202024325,AUTO THEFT - MOTORCYCLE / SCOOTER,0,2020-03-31 00:01:00,Tuesday,0,COMMONWEALTH AVE
202024325,AUTO THEFT - MOTORCYCLE / SCOOTER,0,2020-03-31 00:01:00,Tuesday,0,COMMONWEALTH AVE
202024325,AUTO THEFT - MOTORCYCLE / SCOOTER,0,2020-03-31 00:01:00,Tuesday,0,COMMONWEALTH AVE
202024324,LARCENY ALL OTHERS,0,2020-03-31 21:40:00,Tuesday,21,GIBSON ST
202024324,LARCENY ALL OTHERS,0,2020-03-31 21:40:00,Tuesday,21,GIBSON ST
202024320,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-31 21:00:00,Tuesday,21,BIRD ST
202024320,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-31 21:00:00,Tuesday,21,BIRD ST
202024320,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-31 21:00:00,Tuesday,21,BIRD ST
202024320,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-31 21:00:00,Tuesday,21,BIRD ST
202024314,LARCENY THEFT OF BICYCLE,0,2020-03-31 09:00:00,Tuesday,9,WASHINGTON ST
202024314,LARCENY THEFT OF BICYCLE,0,2020-03-31 09:00:00,Tuesday,9,WASHINGTON ST
202024314,LARCENY THEFT OF BICYCLE,0,2020-03-31 09:00:00,Tuesday,9,WASHINGTON ST
202024311,LARCENY THEFT FROM BUILDING,0,2020-03-30 16:00:00,Monday,16,NEW SUDBURY ST
202024311,LARCENY THEFT FROM BUILDING,0,2020-03-30 16:00:00,Monday,16,NEW SUDBURY ST
202024311,LARCENY THEFT FROM BUILDING,0,2020-03-30 16:00:00,Monday,16,NEW SUDBURY ST
202024311,LARCENY THEFT FROM BUILDING,0,2020-03-30 16:00:00,Monday,16,NEW SUDBURY ST
202024309,BURGLARY - RESIDENTIAL,0,2020-03-28 11:12:00,Saturday,11,HUNTINGTON AVE
202024309,BURGLARY - RESIDENTIAL,0,2020-03-28 11:12:00,Saturday,11,HUNTINGTON AVE
202024309,BURGLARY - RESIDENTIAL,0,2020-03-28 11:12:00,Saturday,11,HUNTINGTON AVE
202024309,BURGLARY - RESIDENTIAL,0,2020-03-28 11:12:00,Saturday,11,HUNTINGTON AVE
202024309,BURGLARY - RESIDENTIAL,0,2020-03-28 11:12:00,Saturday,11,HUNTINGTON AVE
202024309,BURGLARY - RESIDENTIAL,0,2020-03-28 11:12:00,Saturday,11,HUNTINGTON AVE
202024309,BURGLARY - RESIDENTIAL,0,2020-03-28 11:12:00,Saturday,11,HUNTINGTON AVE
202024309,BURGLARY - RESIDENTIAL,0,2020-03-28 11:12:00,Saturday,11,HUNTINGTON AVE
202024182,AUTO THEFT,0,2020-03-31 19:00:00,Tuesday,19,
202024304,SICK/INJURED/MEDICAL - PERSON,0,2020-03-30 07:00:00,Monday,7,VINE ST
202024303,VANDALISM,0,2020-03-30 19:00:00,Monday,19,BRUCE ST
202024303,VANDALISM,0,2020-03-30 19:00:00,Monday,19,BRUCE ST
202024302,VANDALISM,0,2020-03-31 14:00:00,Tuesday,14,NEW SUDBURY ST
202024302,VANDALISM,0,2020-03-31 14:00:00,Tuesday,14,NEW SUDBURY ST
202024297,HARASSMENT/ CRIMINAL HARASSMENT,0,2020-03-18 23:45:00,Wednesday,23,WASHINGTON ST
202024297,HARASSMENT/ CRIMINAL HARASSMENT,0,2020-03-18 23:45:00,Wednesday,23,WASHINGTON ST
202024293,SICK/INJURED/MEDICAL - POLICE,0,2020-03-27 12:00:00,Friday,12,VINE ST
202024293,SICK/INJURED/MEDICAL - POLICE,0,2020-03-27 12:00:00,Friday,12,VINE ST
202024293,SICK/INJURED/MEDICAL - POLICE,0,2020-03-27 12:00:00,Friday,12,VINE ST
202024291,SICK/INJURED/MEDICAL - POLICE,0,2020-03-30 00:00:00,Monday,0,VINE ST
202024291,SICK/INJURED/MEDICAL - POLICE,0,2020-03-30 00:00:00,Monday,0,VINE ST
202024289,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-31 10:00:00,Tuesday,10,PARIS ST
202024289,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-31 10:00:00,Tuesday,10,PARIS ST
202024289,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-31 10:00:00,Tuesday,10,PARIS ST
202024288,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-29 00:10:00,Sunday,0,HARRISON AVE
202024288,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-29 00:10:00,Sunday,0,HARRISON AVE
202024288,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-29 00:10:00,Sunday,0,HARRISON AVE
202024288,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-29 00:10:00,Sunday,0,HARRISON AVE
202024288,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-29 00:10:00,Sunday,0,HARRISON AVE
202024286,INVESTIGATE PERSON,0,2020-03-21 10:30:00,Saturday,10,COMMONWEALTH AVE
202024286,INVESTIGATE PERSON,0,2020-03-21 10:30:00,Saturday,10,COMMONWEALTH AVE
202024286,INVESTIGATE PERSON,0,2020-03-21 10:30:00,Saturday,10,COMMONWEALTH AVE
202024286,INVESTIGATE PERSON,0,2020-03-21 10:30:00,Saturday,10,COMMONWEALTH AVE
202024284,SICK/INJURED/MEDICAL - POLICE,0,2020-03-27 10:01:00,Friday,10,VINE ST
202024283,SICK/INJURED/MEDICAL - POLICE,0,2020-03-27 08:00:00,Friday,8,SCHROEDER PLZ
202024283,SICK/INJURED/MEDICAL - POLICE,0,2020-03-27 08:00:00,Friday,8,SCHROEDER PLZ
202024283,SICK/INJURED/MEDICAL - POLICE,0,2020-03-27 08:00:00,Friday,8,SCHROEDER PLZ
202024283,SICK/INJURED/MEDICAL - POLICE,0,2020-03-27 08:00:00,Friday,8,SCHROEDER PLZ
202024280,AUTO THEFT - LEASED/RENTED VEHICLE,0,2020-03-22 14:00:00,Sunday,14,FAIRMOUNT AVE
202024280,AUTO THEFT - LEASED/RENTED VEHICLE,0,2020-03-22 14:00:00,Sunday,14,FAIRMOUNT AVE
202024278,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-29 19:00:00,Sunday,19,GIBSON ST
202024278,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-29 19:00:00,Sunday,19,GIBSON ST
202024278,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-29 19:00:00,Sunday,19,GIBSON ST
202024278,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-29 19:00:00,Sunday,19,GIBSON ST
202024277,BURGLARY - RESIDENTIAL,0,2020-03-28 17:00:00,Saturday,17,WASHINGTON ST
202024277,BURGLARY - RESIDENTIAL,0,2020-03-28 17:00:00,Saturday,17,WASHINGTON ST
202024277,BURGLARY - RESIDENTIAL,0,2020-03-28 17:00:00,Saturday,17,WASHINGTON ST
202024277,BURGLARY - RESIDENTIAL,0,2020-03-28 17:00:00,Saturday,17,WASHINGTON ST
202024277,BURGLARY - RESIDENTIAL,0,2020-03-28 17:00:00,Saturday,17,WASHINGTON ST
202024277,BURGLARY - RESIDENTIAL,0,2020-03-28 17:00:00,Saturday,17,WASHINGTON ST
202024277,BURGLARY - RESIDENTIAL,0,2020-03-28 17:00:00,Saturday,17,WASHINGTON ST
202024277,BURGLARY - RESIDENTIAL,0,2020-03-28 17:00:00,Saturday,17,WASHINGTON ST
202024277,BURGLARY - RESIDENTIAL,0,2020-03-28 17:00:00,Saturday,17,WASHINGTON ST
202024277,BURGLARY - RESIDENTIAL,0,2020-03-28 17:00:00,Saturday,17,WASHINGTON ST
202024277,BURGLARY - RESIDENTIAL,0,2020-03-28 17:00:00,Saturday,17,WASHINGTON ST
202024275,SICK/INJURED/MEDICAL - POLICE,0,2020-03-23 09:21:00,Monday,9,VINE ST
202024275,SICK/INJURED/MEDICAL - POLICE,0,2020-03-23 09:21:00,Monday,9,VINE ST
202024275,SICK/INJURED/MEDICAL - POLICE,0,2020-03-23 09:21:00,Monday,9,VINE ST
202024275,SICK/INJURED/MEDICAL - POLICE,0,2020-03-23 09:21:00,Monday,9,VINE ST
202024274,FRAUD - FALSE PRETENSE / SCHEME,0,2020-03-30 16:00:00,Monday,16,BLUE HILL AVENUE
202024274,FRAUD - FALSE PRETENSE / SCHEME,0,2020-03-30 16:00:00,Monday,16,BLUE HILL AVENUE
202024270,AUTO THEFT - LEASED/RENTED VEHICLE,0,2020-03-04 11:23:00,Wednesday,11,MASSACHUSETTS AVE
202024270,AUTO THEFT - LEASED/RENTED VEHICLE,0,2020-03-04 11:23:00,Wednesday,11,MASSACHUSETTS AVE
202024268,VANDALISM,0,2020-03-29 00:00:00,Sunday,0,NEW SUDBURY ST
202024268,VANDALISM,0,2020-03-29 00:00:00,Sunday,0,NEW SUDBURY ST
202024268,VANDALISM,0,2020-03-29 00:00:00,Sunday,0,NEW SUDBURY ST
202024267,LARCENY THEFT OF MV PARTS & ACCESSORIES,0,2020-03-31 23:30:00,Tuesday,23,BLUE HILL AVE
202024267,LARCENY THEFT OF MV PARTS & ACCESSORIES,0,2020-03-31 23:30:00,Tuesday,23,BLUE HILL AVE
202024265,LARCENY THEFT OF MV PARTS & ACCESSORIES,0,2020-03-31 18:00:00,Tuesday,18,AMORY ST
202024245,PROPERTY - FOUND,0,2020-03-31 17:00:00,Tuesday,17,TREMONT ST
202024242,SICK/INJURED/MEDICAL - POLICE,0,2020-03-31 23:45:00,Tuesday,23,PARIS ST
202024241,INVESTIGATE PROPERTY,0,2020-03-31 23:24:00,Tuesday,23,MAGNOLIA ST
202024241,INVESTIGATE PROPERTY,0,2020-03-31 23:24:00,Tuesday,23,MAGNOLIA ST
202024238,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 22:04:00,Tuesday,22,COLUMBIA RD
202024238,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 22:04:00,Tuesday,22,COLUMBIA RD
202024238,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 22:04:00,Tuesday,22,COLUMBIA RD
202024237,VERBAL DISPUTE,0,2020-03-31 23:29:00,Tuesday,23,WASHINGTON ST
202024237,VERBAL DISPUTE,0,2020-03-31 23:29:00,Tuesday,23,WASHINGTON ST
202024236,VERBAL DISPUTE,0,2020-03-31 23:24:00,Tuesday,23,METROPOLITAN AVE
202024236,VERBAL DISPUTE,0,2020-03-31 23:24:00,Tuesday,23,METROPOLITAN AVE
202024236,VERBAL DISPUTE,0,2020-03-31 23:24:00,Tuesday,23,METROPOLITAN AVE
202024235,ASSAULT - SIMPLE,0,2020-03-31 23:09:00,Tuesday,23,MARION ST
202024235,ASSAULT - SIMPLE,0,2020-03-31 23:09:00,Tuesday,23,MARION ST
202024235,ASSAULT - SIMPLE,0,2020-03-31 23:09:00,Tuesday,23,MARION ST
202024234,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 22:53:00,Tuesday,22,CENTRAL SQ
202024234,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 22:53:00,Tuesday,22,CENTRAL SQ
202024233,MISSING PERSON,0,2020-03-31 23:08:00,Tuesday,23,SLAYTON WAY
202024233,MISSING PERSON,0,2020-03-31 23:08:00,Tuesday,23,SLAYTON WAY
202024233,MISSING PERSON,0,2020-03-31 23:08:00,Tuesday,23,SLAYTON WAY
202024231,VERBAL DISPUTE,0,2020-03-31 22:40:00,Tuesday,22,ANGELL ST
202024230,ASSAULT - SIMPLE,0,2020-03-31 22:37:00,Tuesday,22,
202024230,ASSAULT - SIMPLE,0,2020-03-31 22:37:00,Tuesday,22,
202024230,ASSAULT - SIMPLE,0,2020-03-31 22:37:00,Tuesday,22,
202024229,SICK ASSIST,0,2020-03-31 21:52:00,Tuesday,21,WASHINGTON ST
202024229,SICK ASSIST,0,2020-03-31 21:52:00,Tuesday,21,WASHINGTON ST
202024229,SICK ASSIST,0,2020-03-31 21:52:00,Tuesday,21,WASHINGTON ST
202024229,SICK ASSIST,0,2020-03-31 21:52:00,Tuesday,21,WASHINGTON ST
202024227,THREATS TO DO BODILY HARM,0,2020-03-31 21:15:00,Tuesday,21,COURT ST
202024227,THREATS TO DO BODILY HARM,0,2020-03-31 21:15:00,Tuesday,21,COURT ST
202024227,THREATS TO DO BODILY HARM,0,2020-03-31 21:15:00,Tuesday,21,COURT ST
202024227,THREATS TO DO BODILY HARM,0,2020-03-31 21:15:00,Tuesday,21,COURT ST
202024227,THREATS TO DO BODILY HARM,0,2020-03-31 21:15:00,Tuesday,21,COURT ST
202024227,THREATS TO DO BODILY HARM,0,2020-03-31 21:15:00,Tuesday,21,COURT ST
202024226,INVESTIGATE PROPERTY,1,2020-03-31 22:10:00,Tuesday,22,MURDOCK ST
202024226,INVESTIGATE PROPERTY,1,2020-03-31 22:10:00,Tuesday,22,MURDOCK ST
202024226,INVESTIGATE PROPERTY,1,2020-03-31 22:10:00,Tuesday,22,MURDOCK ST
202024225,VERBAL DISPUTE,0,2020-03-31 22:04:00,Tuesday,22,ALLSTON ST
202024225,VERBAL DISPUTE,0,2020-03-31 22:04:00,Tuesday,22,ALLSTON ST
202024225,VERBAL DISPUTE,0,2020-03-31 22:04:00,Tuesday,22,ALLSTON ST
202024225,VERBAL DISPUTE,0,2020-03-31 22:04:00,Tuesday,22,ALLSTON ST
202024224,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 22:03:00,Tuesday,22,COLUMBIA RD
202024224,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 22:03:00,Tuesday,22,COLUMBIA RD
202024224,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 22:03:00,Tuesday,22,COLUMBIA RD
202024223,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 21:26:00,Tuesday,21,FRAZER ST
202024223,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 21:26:00,Tuesday,21,FRAZER ST
202024222,PROPERTY - FOUND,0,2020-03-31 22:00:00,Tuesday,22,HARRISON AVE
202024222,PROPERTY - FOUND,0,2020-03-31 22:00:00,Tuesday,22,HARRISON AVE
202024222,PROPERTY - FOUND,0,2020-03-31 22:00:00,Tuesday,22,HARRISON AVE
202024221,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 21:29:00,Tuesday,21,FENWOOD RD
202024221,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 21:29:00,Tuesday,21,FENWOOD RD
202024220,SICK/INJURED/MEDICAL - POLICE,0,2020-03-10 07:30:00,Tuesday,7,WASHINGTON ST
202024220,SICK/INJURED/MEDICAL - POLICE,0,2020-03-10 07:30:00,Tuesday,7,WASHINGTON ST
202024219,ASSAULT - SIMPLE,0,2020-03-31 21:22:00,Tuesday,21,MAGNOLIA ST
202024218,ASSAULT - SIMPLE,0,2020-03-31 21:19:00,Tuesday,21,SHAWMUT AVE
202024218,ASSAULT - SIMPLE,0,2020-03-31 21:19:00,Tuesday,21,SHAWMUT AVE
202024217,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 21:24:00,Tuesday,21,CHERITON RD
202024217,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 21:24:00,Tuesday,21,CHERITON RD
202024216,LARCENY THEFT OF MV PARTS & ACCESSORIES,0,2020-03-31 20:58:00,Tuesday,20,BOSTON ST
202024216,LARCENY THEFT OF MV PARTS & ACCESSORIES,0,2020-03-31 20:58:00,Tuesday,20,BOSTON ST
202024214,VANDALISM,0,2020-03-31 20:56:00,Tuesday,20,ERIE ST
202024214,VANDALISM,0,2020-03-31 20:56:00,Tuesday,20,ERIE ST
202024213,LARCENY THEFT OF BICYCLE,0,2020-03-31 20:05:00,Tuesday,20,HARRISON AVE
202024211,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-29 12:00:00,Sunday,12,W SPRINGFIELD ST
202024210,FRAUD - FALSE PRETENSE / SCHEME,0,2020-03-31 21:10:00,Tuesday,21,BLUE HILL AVE
202024210,FRAUD - FALSE PRETENSE / SCHEME,0,2020-03-31 21:10:00,Tuesday,21,BLUE HILL AVE
202024210,FRAUD - FALSE PRETENSE / SCHEME,0,2020-03-31 21:10:00,Tuesday,21,BLUE HILL AVE
202024209,VERBAL DISPUTE,0,2020-03-31 20:42:00,Tuesday,20,W TREMLETT ST
202024208,ASSAULT - SIMPLE,0,2020-03-31 19:30:00,Tuesday,19,GIBSON ST
202024208,ASSAULT - SIMPLE,0,2020-03-31 19:30:00,Tuesday,19,GIBSON ST
202024207,INVESTIGATE PROPERTY,1,2020-03-31 20:42:00,Tuesday,20,LOUIS D BROWN WAY
202024207,INVESTIGATE PROPERTY,1,2020-03-31 20:42:00,Tuesday,20,LOUIS D BROWN WAY
202024207,INVESTIGATE PROPERTY,1,2020-03-31 20:42:00,Tuesday,20,LOUIS D BROWN WAY
202024207,INVESTIGATE PROPERTY,1,2020-03-31 20:42:00,Tuesday,20,LOUIS D BROWN WAY
202024205,SICK ASSIST,0,2020-03-31 19:59:00,Tuesday,19,MORRIS ST
202024205,SICK ASSIST,0,2020-03-31 19:59:00,Tuesday,19,MORRIS ST
202024205,SICK ASSIST,0,2020-03-31 19:59:00,Tuesday,19,MORRIS ST
202024205,SICK ASSIST,0,2020-03-31 19:59:00,Tuesday,19,MORRIS ST
202024204,VERBAL DISPUTE,0,2020-03-31 20:25:00,Tuesday,20,WASHINGTON ST
202024204,VERBAL DISPUTE,0,2020-03-31 20:25:00,Tuesday,20,WASHINGTON ST
202024204,VERBAL DISPUTE,0,2020-03-31 20:25:00,Tuesday,20,WASHINGTON ST
202024204,VERBAL DISPUTE,0,2020-03-31 20:25:00,Tuesday,20,WASHINGTON ST
202024202,SICK/INJURED/MEDICAL - POLICE,0,2020-03-31 18:57:00,Tuesday,18,CENTRE ST
202024201,INVESTIGATE PROPERTY,0,2020-03-31 20:06:00,Tuesday,20,HAROLD ST
202024201,INVESTIGATE PROPERTY,0,2020-03-31 20:06:00,Tuesday,20,HAROLD ST
202024201,INVESTIGATE PROPERTY,0,2020-03-31 20:06:00,Tuesday,20,HAROLD ST
202024200,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 20:05:00,Tuesday,20,WASHINGTON ST
202024200,SICK/INJURED/MEDICAL - PERSON,0,2020-03-31 20:05:00,Tuesday,20,WASHINGTON ST
202024199,PROPERTY - LOST/ MISSING,0,2020-03-30 07:45:00,Monday,7,HARRISON AVE
202024199,PROPERTY - LOST/ MISSING,0,2020-03-30 07:45:00,Monday,7,HARRISON AVE
202024199,PROPERTY - LOST/ MISSING,0,2020-03-30 07:45:00,Monday,7,HARRISON AVE
202024199,PROPERTY - LOST/ MISSING,0,2020-03-30 07:45:00,Monday,7,HARRISON AVE
202024199,PROPERTY - LOST/ MISSING,0,2020-03-30 07:45:00,Monday,7,HARRISON AVE
202024198,THREATS TO DO BODILY HARM,0,2020-03-31 19:45:00,Tuesday,19,HYDE PARK AVE
202024198,THREATS TO DO BODILY HARM,0,2020-03-31 19:45:00,Tuesday,19,HYDE PARK AVE
202024198,THREATS TO DO BODILY HARM,0,2020-03-31 19:45:00,Tuesday,19,HYDE PARK AVE
202024198,THREATS TO DO BODILY HARM,0,2020-03-31 19:45:00,Tuesday,19,HYDE PARK AVE
202024198,THREATS TO DO BODILY HARM,0,2020-03-31 19:45:00,Tuesday,19,HYDE PARK AVE
202024198,THREATS TO DO BODILY HARM,0,2020-03-31 19:45:00,Tuesday,19,HYDE PARK AVE
202024198,THREATS TO DO BODILY HARM,0,2020-03-31 19:45:00,Tuesday,19,HYDE PARK AVE
202024197,ASSAULT - AGGRAVATED,0,2020-03-31 19:40:00,Tuesday,19,WASHINGTON ST
202024197,ASSAULT - AGGRAVATED,0,2020-03-31 19:40:00,Tuesday,19,WASHINGTON ST
202024196,SICK ASSIST,0,2020-03-31 16:40:00,Tuesday,16,GROOM ST
202024196,SICK ASSIST,0,2020-03-31 16:40:00,Tuesday,16,GROOM ST
202024196,SICK ASSIST,0,2020-03-31 16:40:00,Tuesday,16,GROOM ST
202024195,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-31 19:50:00,Tuesday,19,HYDE PARK AVE
202024195,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-31 19:50:00,Tuesday,19,HYDE PARK AVE
202024195,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-31 19:50:00,Tuesday,19,HYDE PARK AVE
202024193,TOWED MOTOR VEHICLE,0,2020-03-31 17:54:00,Tuesday,17,
202024193,TOWED MOTOR VEHICLE,0,2020-03-31 17:54:00,Tuesday,17,
202024192,SICK/INJURED/MEDICAL - POLICE,0,2020-03-24 16:00:00,Tuesday,16,WASHINGTON ST
202024192,SICK/INJURED/MEDICAL - POLICE,0,2020-03-24 16:00:00,Tuesday,16,WASHINGTON ST
202024192,SICK/INJURED/MEDICAL - POLICE,0,2020-03-24 16:00:00,Tuesday,16,WASHINGTON ST
202024191,ASSAULT - SIMPLE,0,2020-03-31 19:17:00,Tuesday,19,WALFORD WAY
202024191,ASSAULT - SIMPLE,0,2020-03-31 19:17:00,Tuesday,19,WALFORD WAY
202024190,DANGEROUS OR HAZARDOUS CONDITION,0,2020-03-24 19:49:00,Tuesday,19,WASHINGTON ST
202024190,DANGEROUS OR HAZARDOUS CONDITION,0,2020-03-24 19:49:00,Tuesday,19,WASHINGTON ST
202024190,DANGEROUS OR HAZARDOUS CONDITION,0,2020-03-24 19:49:00,Tuesday,19,WASHINGTON ST
202024188,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,0,2020-03-31 18:25:00,Tuesday,18,STRATTON ST
202024188,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,0,2020-03-31 18:25:00,Tuesday,18,STRATTON ST
202024188,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,0,2020-03-31 18:25:00,Tuesday,18,STRATTON ST
202024187,ASSAULT - SIMPLE,0,2020-03-31 18:57:00,Tuesday,18,MOUNT VERNON ST
202024187,ASSAULT - SIMPLE,0,2020-03-31 18:57:00,Tuesday,18,MOUNT VERNON ST
202024187,ASSAULT - SIMPLE,0,2020-03-31 18:57:00,Tuesday,18,MOUNT VERNON ST
202024186,PROPERTY - LOST/ MISSING,0,2020-03-31 10:00:00,Tuesday,10,HYDE PARK AVE
202024186,PROPERTY - LOST/ MISSING,0,2020-03-31 10:00:00,Tuesday,10,HYDE PARK AVE
202024185,FRAUD - IMPERSONATION,0,2020-03-18 14:00:00,Wednesday,14,CENTRE ST
202024185,FRAUD - IMPERSONATION,0,2020-03-18 14:00:00,Wednesday,14,CENTRE ST
